"SiteID","SiteName","Latitude","Longitude","SpeciesID","SpeciesDesc","Kingdom","SpeciesType","PhenophaseID","PhenophaseCategory","PhenophaseDesc","Year","FirstYes","LastYes","NumLastNo","NumFirstNo","LastNo","FirstNo","TotDays","aveDays","YesDays","YesDurationGroup"
27474,"Visitor Center Trail",29.784473,-90.114784,2,"boxelder","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2018,284,284,28,0,256,284,29,15,1,"A. One Day"
27474,"Visitor Center Trail",29.784473,-90.114784,2,"boxelder","Plantae","Deciduous broadleaf",500,"Flowers","Flowers or flower buds",2018,86,86,5,10,81,96,16,9,1,"A. One Day"
27474,"Visitor Center Trail",29.784473,-90.114784,2,"boxelder","Plantae","Deciduous broadleaf",501,"Flowers","Open flowers",2018,60,86,1,10,59,96,38,33,27,"C. 21-50 Days"
27474,"Visitor Center Trail",29.784473,-90.114784,2,"boxelder","Plantae","Deciduous broadleaf",502,"Flowers","Pollen release (flowers)",2018,55,60,2,14,53,74,22,14,6,"B. 2-20 Days"
27474,"Visitor Center Trail",29.784473,-90.114784,2,"boxelder","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2018,60,60,1,14,59,74,16,9,1,"A. One Day"
27474,"Visitor Center Trail",29.784473,-90.114784,81,"sweetgum","Plantae","Deciduous broadleaf",371,"Leaves","Breaking leaf buds",2018,53,74,7,7,46,81,36,29,22,"C. 21-50 Days"
27474,"Visitor Center Trail",29.784473,-90.114784,81,"sweetgum","Plantae","Deciduous broadleaf",390,"Fruits","Ripe fruits",2018,59,116,4,5,55,121,67,63,58,"D. 51-100 Days"
27474,"Visitor Center Trail",29.784473,-90.114784,81,"sweetgum","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2018,55,121,2,14,53,135,83,75,67,"D. 51-100 Days"
27474,"Visitor Center Trail",29.784473,-90.114784,81,"sweetgum","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2018,242,242,21,14,221,256,36,19,1,"A. One Day"
27474,"Visitor Center Trail",29.784473,-90.114784,81,"sweetgum","Plantae","Deciduous broadleaf",483,"Leaves","Leaves",2018,55,55,2,0,53,55,3,2,1,"A. One Day"
27474,"Visitor Center Trail",29.784473,-90.114784,81,"sweetgum","Plantae","Deciduous broadleaf",500,"Flowers","Flowers or flower buds",2018,59,59,4,2,55,61,7,4,1,"A. One Day"
27474,"Visitor Center Trail",29.784473,-90.114784,81,"sweetgum","Plantae","Deciduous broadleaf",501,"Flowers","Open flowers",2018,59,59,4,2,55,61,7,4,1,"A. One Day"
27474,"Visitor Center Trail",29.784473,-90.114784,81,"sweetgum","Plantae","Deciduous broadleaf",504,"Fruits","Recent fruit or seed drop",2018,86,103,5,13,81,116,36,27,18,"B. 2-20 Days"
27474,"Visitor Center Trail",29.784473,-90.114784,81,"sweetgum","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2018,59,116,4,5,55,121,67,63,58,"D. 51-100 Days"
27474,"Visitor Center Trail",29.784473,-90.114784,201,"common buttonbush","Plantae","Deciduous broadleaf",371,"Leaves","Breaking leaf buds",2018,53,121,7,14,46,135,90,80,69,"D. 51-100 Days"
27474,"Visitor Center Trail",29.784473,-90.114784,201,"common buttonbush","Plantae","Deciduous broadleaf",390,"Fruits","Ripe fruits",2018,59,103,4,13,55,116,62,54,45,"C. 21-50 Days"
27474,"Visitor Center Trail",29.784473,-90.114784,201,"common buttonbush","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2018,55,135,2,24,53,159,107,94,81,"D. 51-100 Days"
27474,"Visitor Center Trail",29.784473,-90.114784,201,"common buttonbush","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2018,86,86,5,10,81,96,16,9,1,"A. One Day"
27474,"Visitor Center Trail",29.784473,-90.114784,201,"common buttonbush","Plantae","Deciduous broadleaf",483,"Leaves","Leaves",2018,55,256,2,28,53,284,232,217,202,"F. 201+ Days"
27474,"Visitor Center Trail",29.784473,-90.114784,201,"common buttonbush","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2018,242,256,21,28,221,284,64,40,15,"B. 2-20 Days"
27474,"Visitor Center Trail",29.784473,-90.114784,201,"common buttonbush","Plantae","Deciduous broadleaf",500,"Flowers","Flowers or flower buds",2018,103,256,7,28,96,284,189,172,154,"E. 101-200 Days"
27474,"Visitor Center Trail",29.784473,-90.114784,201,"common buttonbush","Plantae","Deciduous broadleaf",501,"Flowers","Open flowers",2018,135,256,14,28,121,284,164,143,122,"E. 101-200 Days"
27474,"Visitor Center Trail",29.784473,-90.114784,201,"common buttonbush","Plantae","Deciduous broadleaf",504,"Fruits","Recent fruit or seed drop",2018,242,242,21,0,221,242,22,12,1,"A. One Day"
27474,"Visitor Center Trail",29.784473,-90.114784,201,"common buttonbush","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2018,59,103,4,13,55,116,62,54,45,"C. 21-50 Days"
27474,"Visitor Center Trail",29.784473,-90.114784,208,"white crownbeard","Plantae","Forb",482,"Leaves","Initial growth (forbs)",2018,86,103,5,13,81,116,36,27,18,"B. 2-20 Days"
27474,"Visitor Center Trail",29.784473,-90.114784,208,"white crownbeard","Plantae","Forb",500,"Flowers","Flowers or flower buds",2018,242,242,21,0,221,242,22,12,1,"A. One Day"
27474,"Visitor Center Trail",29.784473,-90.114784,208,"white crownbeard","Plantae","Forb",501,"Flowers","Open flowers",2018,284,284,28,0,256,284,29,15,1,"A. One Day"
27474,"Visitor Center Trail",29.784473,-90.114784,309,"trumpet creeper","Plantae","Deciduous broadleaf",371,"Leaves","Breaking leaf buds",2018,53,246,7,10,46,256,211,203,194,"E. 101-200 Days"
27474,"Visitor Center Trail",29.784473,-90.114784,309,"trumpet creeper","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2018,53,323,7,4,46,327,282,277,271,"F. 201+ Days"
27474,"Visitor Center Trail",29.784473,-90.114784,309,"trumpet creeper","Plantae","Deciduous broadleaf",483,"Leaves","Leaves",2018,53,256,7,28,46,284,239,222,204,"F. 201+ Days"
27474,"Visitor Center Trail",29.784473,-90.114784,309,"trumpet creeper","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2018,256,256,14,0,242,256,15,8,1,"A. One Day"
27474,"Visitor Center Trail",29.784473,-90.114784,309,"trumpet creeper","Plantae","Deciduous broadleaf",500,"Flowers","Flowers or flower buds",2018,135,242,14,4,121,246,126,117,108,"E. 101-200 Days"
27474,"Visitor Center Trail",29.784473,-90.114784,309,"trumpet creeper","Plantae","Deciduous broadleaf",501,"Flowers","Open flowers",2018,159,256,24,28,135,284,150,124,98,"D. 51-100 Days"
27474,"Visitor Center Trail",29.784473,-90.114784,309,"trumpet creeper","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2018,284,284,28,0,256,284,29,15,1,"A. One Day"
27474,"Visitor Center Trail",29.784473,-90.114784,722,"wax myrtle","Plantae","Evergreen broadleaf",371,"Leaves","Breaking leaf buds",2018,55,121,2,14,53,135,83,75,67,"D. 51-100 Days"
27474,"Visitor Center Trail",29.784473,-90.114784,722,"wax myrtle","Plantae","Evergreen broadleaf",484,"Leaves","Young leaves (tree/shrub)",2018,53,256,7,28,46,284,239,222,204,"F. 201+ Days"
27474,"Visitor Center Trail",29.784473,-90.114784,722,"wax myrtle","Plantae","Evergreen broadleaf",500,"Flowers","Flowers or flower buds",2018,103,116,7,5,96,121,26,20,14,"B. 2-20 Days"
27474,"Visitor Center Trail",29.784473,-90.114784,722,"wax myrtle","Plantae","Evergreen broadleaf",501,"Flowers","Open flowers",2018,53,116,7,5,46,121,76,70,64,"D. 51-100 Days"
27474,"Visitor Center Trail",29.784473,-90.114784,722,"wax myrtle","Plantae","Evergreen broadleaf",504,"Fruits","Recent fruit or seed drop",2018,284,284,28,0,256,284,29,15,1,"A. One Day"
27474,"Visitor Center Trail",29.784473,-90.114784,722,"wax myrtle","Plantae","Evergreen broadleaf",516,"Fruits","Fruits",2018,135,135,14,0,121,135,15,8,1,"A. One Day"
27474,"Visitor Center Trail",29.784473,-90.114784,804,"eastern baccharis","Plantae","Deciduous broadleaf",371,"Leaves","Breaking leaf buds",2018,103,121,7,14,96,135,40,30,19,"B. 2-20 Days"
27474,"Visitor Center Trail",29.784473,-90.114784,804,"eastern baccharis","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2018,261,261,5,0,256,261,6,4,1,"A. One Day"
27474,"Visitor Center Trail",29.784473,-90.114784,804,"eastern baccharis","Plantae","Deciduous broadleaf",500,"Flowers","Flowers or flower buds",2018,242,242,21,0,221,242,22,12,1,"A. One Day"
27474,"Visitor Center Trail",29.784473,-90.114784,804,"eastern baccharis","Plantae","Deciduous broadleaf",501,"Flowers","Open flowers",2018,261,261,5,0,256,261,6,4,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,3,"red maple","Plantae","Deciduous broadleaf",371,"Leaves","Breaking leaf buds",2018,55,81,10,15,45,96,52,40,27,"C. 21-50 Days"
27475,"Palmetto Trail",29.783813,-90.117561,3,"red maple","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2018,55,96,10,20,45,116,72,57,42,"C. 21-50 Days"
27475,"Palmetto Trail",29.783813,-90.117561,3,"red maple","Plantae","Deciduous broadleaf",483,"Leaves","Leaves",2018,55,60,10,1,45,61,17,12,6,"B. 2-20 Days"
27475,"Palmetto Trail",29.783813,-90.117561,3,"red maple","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2018,246,246,4,10,242,256,15,8,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,3,"red maple","Plantae","Deciduous broadleaf",500,"Flowers","Flowers or flower buds",2018,45,45,0,10,45,55,11,6,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,3,"red maple","Plantae","Deciduous broadleaf",501,"Flowers","Open flowers",2018,45,45,0,10,45,55,11,6,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,3,"red maple","Plantae","Deciduous broadleaf",504,"Fruits","Recent fruit or seed drop",2018,61,61,1,13,60,74,15,8,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,3,"red maple","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2018,61,61,1,13,60,74,15,8,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,81,"sweetgum","Plantae","Deciduous broadleaf",371,"Leaves","Breaking leaf buds",2018,61,61,0,7,61,68,8,5,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,81,"sweetgum","Plantae","Deciduous broadleaf",390,"Fruits","Ripe fruits",2018,61,249,1,20,60,269,210,200,189,"E. 101-200 Days"
27475,"Palmetto Trail",29.783813,-90.117561,81,"sweetgum","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2018,55,116,10,19,45,135,91,77,62,"D. 51-100 Days"
27475,"Palmetto Trail",29.783813,-90.117561,81,"sweetgum","Plantae","Deciduous broadleaf",483,"Leaves","Leaves",2018,55,55,10,0,45,55,11,6,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,81,"sweetgum","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2018,262,262,23.5,0,238.5,262,24.5,13,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,81,"sweetgum","Plantae","Deciduous broadleaf",500,"Flowers","Flowers or flower buds",2018,60,60,5,1,55,61,7,4,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,81,"sweetgum","Plantae","Deciduous broadleaf",501,"Flowers","Open flowers",2018,60,60,5,1,55,61,7,4,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,81,"sweetgum","Plantae","Deciduous broadleaf",504,"Fruits","Recent fruit or seed drop",2018,45,45,0,10,45,55,11,6,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,81,"sweetgum","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2018,60,151,5,18,55,169,115,104,92,"D. 51-100 Days"
27475,"Palmetto Trail",29.783813,-90.117561,296,"bald cypress","Plantae","Deciduous conifer",392,"Seed cones","Unripe seed cones",2018,169,242,8.5,4,160.5,246,86.5,81,74,"D. 51-100 Days"
27475,"Palmetto Trail",29.783813,-90.117561,296,"bald cypress","Plantae","Deciduous conifer",393,"Seed cones","Ripe seed cones",2018,135,256,19,26,116,282,167,145,122,"E. 101-200 Days"
27475,"Palmetto Trail",29.783813,-90.117561,296,"bald cypress","Plantae","Deciduous conifer",472,"Needles","Falling needles",2018,246,246,4,10,242,256,15,8,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,296,"bald cypress","Plantae","Deciduous conifer",481,"Needles","Breaking needle buds (deciduous)",2018,60,81,15,15,45,96,52,37,22,"C. 21-50 Days"
27475,"Palmetto Trail",29.783813,-90.117561,296,"bald cypress","Plantae","Deciduous conifer",487,"Needles","Needles (deciduous)",2018,55,55,10,0,45,55,11,6,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,296,"bald cypress","Plantae","Deciduous conifer",490,"Pollen cones","Pollen cones (conifers)",2018,74,74,14,7,60,81,22,12,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,296,"bald cypress","Plantae","Deciduous conifer",491,"Seed cones","Recent cone or seed drop",2018,242,246,21,10,221,256,36,21,5,"B. 2-20 Days"
27475,"Palmetto Trail",29.783813,-90.117561,296,"bald cypress","Plantae","Deciduous conifer",495,"Pollen cones","Open pollen cones (conifers)",2018,45,45,0,10,45,55,11,6,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,296,"bald cypress","Plantae","Deciduous conifer",499,"Needles","Colored needles",2018,246,246,4,10,242,256,15,8,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,296,"bald cypress","Plantae","Deciduous conifer",503,"Pollen cones","Pollen release (conifers)",2018,81,81,7,15,74,96,23,12,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,305,"live oak","Plantae","Semi-evergreen broadleaf",371,"Leaves","Breaking leaf buds",2018,55,81,10,15,45,96,52,40,27,"C. 21-50 Days"
27475,"Palmetto Trail",29.783813,-90.117561,305,"live oak","Plantae","Semi-evergreen broadleaf",390,"Fruits","Ripe fruits",2018,159,159,24,20,135,179,45,23,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,305,"live oak","Plantae","Semi-evergreen broadleaf",467,"Leaves","Increasing leaf size",2018,55,116,10,19,45,135,91,77,62,"D. 51-100 Days"
27475,"Palmetto Trail",29.783813,-90.117561,305,"live oak","Plantae","Semi-evergreen broadleaf",471,"Leaves","Falling leaves",2018,55,55,0,5,55,60,6,4,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,305,"live oak","Plantae","Semi-evergreen broadleaf",484,"Leaves","Young leaves (tree/shrub)",2018,55,116,10,19,45,135,91,77,62,"D. 51-100 Days"
27475,"Palmetto Trail",29.783813,-90.117561,305,"live oak","Plantae","Semi-evergreen broadleaf",500,"Flowers","Flowers or flower buds",2018,55,74,10,7,45,81,37,29,20,"B. 2-20 Days"
27475,"Palmetto Trail",29.783813,-90.117561,305,"live oak","Plantae","Semi-evergreen broadleaf",501,"Flowers","Open flowers",2018,55,81,10,15,45,96,52,40,27,"C. 21-50 Days"
27475,"Palmetto Trail",29.783813,-90.117561,305,"live oak","Plantae","Semi-evergreen broadleaf",502,"Flowers","Pollen release (flowers)",2018,55,81,10,15,45,96,52,40,27,"C. 21-50 Days"
27475,"Palmetto Trail",29.783813,-90.117561,305,"live oak","Plantae","Semi-evergreen broadleaf",516,"Fruits","Fruits",2018,135,135,19,24,116,159,44,23,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,309,"trumpet creeper","Plantae","Deciduous broadleaf",371,"Leaves","Breaking leaf buds",2018,74,116,13,19,61,135,75,59,43,"C. 21-50 Days"
27475,"Palmetto Trail",29.783813,-90.117561,309,"trumpet creeper","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2018,74,116,13,19,61,135,75,59,43,"C. 21-50 Days"
27475,"Palmetto Trail",29.783813,-90.117561,309,"trumpet creeper","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2018,282,282,26,0,256,282,27,14,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,309,"trumpet creeper","Plantae","Deciduous broadleaf",483,"Leaves","Leaves",2018,74,74,13,0,61,74,14,8,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,309,"trumpet creeper","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2018,282,282,26,0,256,282,27,14,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,309,"trumpet creeper","Plantae","Deciduous broadleaf",500,"Flowers","Flowers or flower buds",2018,159,159,24,0,135,159,25,13,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,309,"trumpet creeper","Plantae","Deciduous broadleaf",501,"Flowers","Open flowers",2018,159,159,24,0,135,159,25,13,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,804,"eastern baccharis","Plantae","Deciduous broadleaf",371,"Leaves","Breaking leaf buds",2018,55,60,10,1,45,61,17,12,6,"B. 2-20 Days"
27475,"Palmetto Trail",29.783813,-90.117561,804,"eastern baccharis","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2018,282,282,26,0,256,282,27,14,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,804,"eastern baccharis","Plantae","Deciduous broadleaf",500,"Flowers","Flowers or flower buds",2018,242,308,21,19,221,327,107,87,67,"D. 51-100 Days"
27475,"Palmetto Trail",29.783813,-90.117561,804,"eastern baccharis","Plantae","Deciduous broadleaf",501,"Flowers","Open flowers",2018,282,308,21,19,261,327,67,47,27,"C. 21-50 Days"
27475,"Palmetto Trail",29.783813,-90.117561,804,"eastern baccharis","Plantae","Deciduous broadleaf",502,"Flowers","Pollen release (flowers)",2018,282,282,21,26,261,308,48,25,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,804,"eastern baccharis","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2018,308,308,26,19,282,327,46,24,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,940,"water tupelo ","Plantae","Deciduous broadleaf",371,"Leaves","Breaking leaf buds",2018,55,81,10,15,45,96,52,40,27,"C. 21-50 Days"
27475,"Palmetto Trail",29.783813,-90.117561,940,"water tupelo ","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2018,81,96,7,20,74,116,43,30,16,"B. 2-20 Days"
27475,"Palmetto Trail",29.783813,-90.117561,940,"water tupelo ","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2018,45,45,0,10,45,55,11,6,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,940,"water tupelo ","Plantae","Deciduous broadleaf",483,"Leaves","Leaves",2018,81,81,7,0,74,81,8,5,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,940,"water tupelo ","Plantae","Deciduous broadleaf",500,"Flowers","Flowers or flower buds",2018,81,96,7,20,74,116,43,30,16,"B. 2-20 Days"
27475,"Palmetto Trail",29.783813,-90.117561,940,"water tupelo ","Plantae","Deciduous broadleaf",501,"Flowers","Open flowers",2018,81,96,7,20,74,116,43,30,16,"B. 2-20 Days"
27475,"Palmetto Trail",29.783813,-90.117561,940,"water tupelo ","Plantae","Deciduous broadleaf",504,"Fruits","Recent fruit or seed drop",2018,256,256,10,5,246,261,16,9,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,940,"water tupelo ","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2018,96,96,15,20,81,116,36,19,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,1044,"eastern poison ivy","Plantae","Deciduous broadleaf",371,"Leaves","Breaking leaf buds",2018,74,81,13,15,61,96,36,22,8,"B. 2-20 Days"
27475,"Palmetto Trail",29.783813,-90.117561,1044,"eastern poison ivy","Plantae","Deciduous broadleaf",390,"Fruits","Ripe fruits",2018,256,256,14,0,242,256,15,8,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,1044,"eastern poison ivy","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2018,61,96,1,20,60,116,57,47,36,"C. 21-50 Days"
27475,"Palmetto Trail",29.783813,-90.117561,1044,"eastern poison ivy","Plantae","Deciduous broadleaf",483,"Leaves","Leaves",2018,61,61,1,0,60,61,2,2,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,1044,"eastern poison ivy","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2018,242,242,21,0,221,242,22,12,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,1044,"eastern poison ivy","Plantae","Deciduous broadleaf",500,"Flowers","Flowers or flower buds",2018,116,116,20,19,96,135,40,21,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,1044,"eastern poison ivy","Plantae","Deciduous broadleaf",501,"Flowers","Open flowers",2018,116,116,20,19,96,135,40,21,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,1044,"eastern poison ivy","Plantae","Deciduous broadleaf",502,"Flowers","Pollen release (flowers)",2018,116,116,20,19,96,135,40,21,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,1044,"eastern poison ivy","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2018,96,96,15,20,81,116,36,19,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,1045,"Chinese tallow","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2018,242,242,0,14,242,256,15,8,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,1045,"Chinese tallow","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2018,242,242,0,14,242,256,15,8,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,1045,"Chinese tallow","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2018,242,242,0,14,242,256,15,8,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,1616,"possumhaw","Plantae","Deciduous broadleaf",371,"Leaves","Breaking leaf buds",2018,55,68,10,10,45,78,34,24,14,"B. 2-20 Days"
27475,"Palmetto Trail",29.783813,-90.117561,1616,"possumhaw","Plantae","Deciduous broadleaf",390,"Fruits","Ripe fruits",2018,282,282,21,0,261,282,22,12,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,1616,"possumhaw","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2018,55,182,10,20.5,45,202.5,158.5,143,128,"E. 101-200 Days"
27475,"Palmetto Trail",29.783813,-90.117561,1616,"possumhaw","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2018,242,308,21,19,221,327,107,87,67,"D. 51-100 Days"
27475,"Palmetto Trail",29.783813,-90.117561,1616,"possumhaw","Plantae","Deciduous broadleaf",483,"Leaves","Leaves",2018,55,55,10,0,45,55,11,6,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,1616,"possumhaw","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2018,308,308,0,19,308,327,20,11,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,1616,"possumhaw","Plantae","Deciduous broadleaf",500,"Flowers","Flowers or flower buds",2018,61,71,1,14,60,85,26,19,11,"B. 2-20 Days"
27475,"Palmetto Trail",29.783813,-90.117561,1616,"possumhaw","Plantae","Deciduous broadleaf",501,"Flowers","Open flowers",2018,71,81,6,15,65,96,32,22,11,"B. 2-20 Days"
27475,"Palmetto Trail",29.783813,-90.117561,1616,"possumhaw","Plantae","Deciduous broadleaf",504,"Fruits","Recent fruit or seed drop",2018,261,261,19,0,242,261,20,11,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,1616,"possumhaw","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2018,78,78,10,0,68,78,11,6,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,2,"boxelder","Plantae","Deciduous broadleaf",371,"Leaves","Breaking leaf buds",2018,54,54,22,28,32,82,51,26,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,2,"boxelder","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2018,54,102,22,7,32,109,78,64,49,"C. 21-50 Days"
27476,"Ring Levee Trail",29.785265,-90.110191,2,"boxelder","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2018,312,312,28,21,284,333,50,26,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,2,"boxelder","Plantae","Deciduous broadleaf",483,"Leaves","Leaves",2018,54,333,22,21,32,354,323,302,280,"F. 201+ Days"
27476,"Ring Levee Trail",29.785265,-90.110191,2,"boxelder","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2018,333,333,0,21,333,354,22,12,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,2,"boxelder","Plantae","Deciduous broadleaf",500,"Flowers","Flowers or flower buds",2018,54,54,22,28,32,82,51,26,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,2,"boxelder","Plantae","Deciduous broadleaf",501,"Flowers","Open flowers",2018,54,54,22,28,32,82,51,26,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,3,"red maple","Plantae","Deciduous broadleaf",371,"Leaves","Breaking leaf buds",2018,54,82,15,5,39,87,49,39,29,"C. 21-50 Days"
27476,"Ring Levee Trail",29.785265,-90.110191,3,"red maple","Plantae","Deciduous broadleaf",390,"Fruits","Ripe fruits",2018,54,54,15,7,39,61,23,12,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,3,"red maple","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2018,54,109,15,12,39,121,83,70,56,"D. 51-100 Days"
27476,"Ring Levee Trail",29.785265,-90.110191,3,"red maple","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2018,284,333,12,21,272,354,83,67,50,"C. 21-50 Days"
27476,"Ring Levee Trail",29.785265,-90.110191,3,"red maple","Plantae","Deciduous broadleaf",483,"Leaves","Leaves",2018,54,111,15,10,39,121,83,71,58,"D. 51-100 Days"
27476,"Ring Levee Trail",29.785265,-90.110191,3,"red maple","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2018,82,333,21,21,61,354,294,273,252,"F. 201+ Days"
27476,"Ring Levee Trail",29.785265,-90.110191,3,"red maple","Plantae","Deciduous broadleaf",500,"Flowers","Flowers or flower buds",2018,32,39,7,15,25,54,30,19,8,"B. 2-20 Days"
27476,"Ring Levee Trail",29.785265,-90.110191,3,"red maple","Plantae","Deciduous broadleaf",501,"Flowers","Open flowers",2018,32,39,7,15,25,54,30,19,8,"B. 2-20 Days"
27476,"Ring Levee Trail",29.785265,-90.110191,3,"red maple","Plantae","Deciduous broadleaf",502,"Flowers","Pollen release (flowers)",2018,39,111,14,10,25,121,97,85,73,"D. 51-100 Days"
27476,"Ring Levee Trail",29.785265,-90.110191,3,"red maple","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2018,54,54,15,7,39,61,23,12,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,81,"sweetgum","Plantae","Deciduous broadleaf",371,"Leaves","Breaking leaf buds",2018,25,25,0,4,25,29,5,3,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,81,"sweetgum","Plantae","Deciduous broadleaf",390,"Fruits","Ripe fruits",2018,29,82,4,5,25,87,63,59,54,"D. 51-100 Days"
