PartnerGroup,SiteID,SiteName,Latitude,Longitude,ElevationMeters,State,SpeciesID,Genus,Species,SpeciesDesc,Kingdom,SpeciesType,SpeciesCategory,USDASymbol,ITISNumber,PhenophaseID,PhenophaseCategory,PhenophaseDesc,First_Yes_Sample_Size,First_Yes_Year,FirstYes,Mean_First_Yes_Julian_Date,SE_First_Yes_In_Days,SD_First_Yes_In_Days,Min_First_Yes_DOY,Max_First_Yes_DOY,Median_First_Yes_DOY,NumLastNo,SE_NumDays_Since_Prior_No,SD_NumDays_Since_Prior_No,Last_Yes_Sample_Size,Last_Yes_Year,LastYes,Mean_Last_Yes_Julian_Date,SE_Last_Yes_in_Days,SD_Last_Yes_in_Days,Min_Last_Yes_DOY,Max_Last_Yes_DOY,Median_Last_Yes_DOY,NumFirstNo,SE_NumDays_Until_Next_No,SD_NumDays_Until_Next_No,Num_Individuals_with_Multiple_FirstY,Multiple_FirstY_Individual_IDs,Observed_Status_Conflict_Flag,Observed_Status_Conflict_Flag_Individual_IDs
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,467,Leaves,Increasing leaf size,1,2018,55,2458174,-9999,-9999,55,55,55,2,-9999,-9999,1,2018,121,2458240,-9999,-9999,121,121,121,14,-9999,-9999,1,'141890',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,471,Leaves,Falling leaves,1,2018,242,2458361,-9999,-9999,242,242,242,21,-9999,-9999,1,2018,242,2458361,-9999,-9999,242,242,242,14,-9999,-9999,1,'141890',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,483,Leaves,Leaves,1,2018,55,2458174,-9999,-9999,55,55,55,2,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,500,Flowers,Flowers or flower buds,1,2018,59,2458178,-9999,-9999,59,59,59,4,-9999,-9999,1,2018,59,2458178,-9999,-9999,59,59,59,2,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,501,Flowers,Open flowers,1,2018,59,2458178,-9999,-9999,59,59,59,4,-9999,-9999,1,2018,59,2458178,-9999,-9999,59,59,59,2,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,504,Fruits,Recent fruit or seed drop,1,2018,86,2458205,-9999,-9999,86,86,86,5,-9999,-9999,1,2018,103,2458222,-9999,-9999,103,103,103,13,-9999,-9999,1,'141890',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,516,Fruits,Fruits,1,2018,59,2458178,-9999,-9999,59,59,59,4,-9999,-9999,1,2018,116,2458235,-9999,-9999,116,116,116,5,-9999,-9999,1,'141890',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,201,Cephalanthus,occidentalis,common buttonbush,Plantae,Deciduous broadleaf,Ornamental,CEOC2,34786,371,Leaves,Breaking leaf buds,1,2018,53,2458172,-9999,-9999,53,53,53,7,-9999,-9999,1,2018,121,2458240,-9999,-9999,121,121,121,14,-9999,-9999,1,'141889',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,201,Cephalanthus,occidentalis,common buttonbush,Plantae,Deciduous broadleaf,Ornamental,CEOC2,34786,390,Fruits,Ripe fruits,1,2018,59,2458178,-9999,-9999,59,59,59,4,-9999,-9999,1,2018,103,2458222,-9999,-9999,103,103,103,13,-9999,-9999,1,'141889',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,201,Cephalanthus,occidentalis,common buttonbush,Plantae,Deciduous broadleaf,Ornamental,CEOC2,34786,467,Leaves,Increasing leaf size,1,2018,55,2458174,-9999,-9999,55,55,55,2,-9999,-9999,1,2018,135,2458254,-9999,-9999,135,135,135,24,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,201,Cephalanthus,occidentalis,common buttonbush,Plantae,Deciduous broadleaf,Ornamental,CEOC2,34786,471,Leaves,Falling leaves,1,2018,86,2458205,-9999,-9999,86,86,86,5,-9999,-9999,1,2018,86,2458205,-9999,-9999,86,86,86,10,-9999,-9999,1,'141889',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,201,Cephalanthus,occidentalis,common buttonbush,Plantae,Deciduous broadleaf,Ornamental,CEOC2,34786,483,Leaves,Leaves,1,2018,55,2458174,-9999,-9999,55,55,55,2,-9999,-9999,1,2018,256,2458375,-9999,-9999,256,256,256,28,-9999,-9999,1,'141889',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,201,Cephalanthus,occidentalis,common buttonbush,Plantae,Deciduous broadleaf,Ornamental,CEOC2,34786,498,Leaves,Colored leaves,1,2018,242,2458361,-9999,-9999,242,242,242,21,-9999,-9999,1,2018,256,2458375,-9999,-9999,256,256,256,28,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,201,Cephalanthus,occidentalis,common buttonbush,Plantae,Deciduous broadleaf,Ornamental,CEOC2,34786,500,Flowers,Flowers or flower buds,1,2018,103,2458222,-9999,-9999,103,103,103,7,-9999,-9999,1,2018,256,2458375,-9999,-9999,256,256,256,28,-9999,-9999,1,'141889',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,201,Cephalanthus,occidentalis,common buttonbush,Plantae,Deciduous broadleaf,Ornamental,CEOC2,34786,501,Flowers,Open flowers,1,2018,135,2458254,-9999,-9999,135,135,135,14,-9999,-9999,1,2018,256,2458375,-9999,-9999,256,256,256,28,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,201,Cephalanthus,occidentalis,common buttonbush,Plantae,Deciduous broadleaf,Ornamental,CEOC2,34786,504,Fruits,Recent fruit or seed drop,1,2018,242,2458361,-9999,-9999,242,242,242,21,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,201,Cephalanthus,occidentalis,common buttonbush,Plantae,Deciduous broadleaf,Ornamental,CEOC2,34786,516,Fruits,Fruits,1,2018,59,2458178,-9999,-9999,59,59,59,4,-9999,-9999,1,2018,103,2458222,-9999,-9999,103,103,103,13,-9999,-9999,1,'141889',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,208,Verbesina,virginica,white crownbeard,Plantae,Forb,-9999,VEVI3,38613,482,Leaves,Initial growth (forbs),1,2018,86,2458205,-9999,-9999,86,86,86,5,-9999,-9999,1,2018,103,2458222,-9999,-9999,103,103,103,13,-9999,-9999,1,'142390',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,208,Verbesina,virginica,white crownbeard,Plantae,Forb,-9999,VEVI3,38613,488,Leaves,Leaves (forbs),1,2018,135,2458254,-9999,-9999,135,135,135,14,-9999,-9999,1,2018,116,2458235,-9999,-9999,116,116,116,5,-9999,-9999,1,'142390',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,208,Verbesina,virginica,white crownbeard,Plantae,Forb,-9999,VEVI3,38613,500,Flowers,Flowers or flower buds,1,2018,242,2458361,-9999,-9999,242,242,242,21,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,208,Verbesina,virginica,white crownbeard,Plantae,Forb,-9999,VEVI3,38613,501,Flowers,Open flowers,1,2018,284,2458403,-9999,-9999,284,284,284,28,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,371,Leaves,Breaking leaf buds,1,2018,53,2458172,-9999,-9999,53,53,53,7,-9999,-9999,1,2018,246,2458365,-9999,-9999,246,246,246,10,-9999,-9999,1,'141892',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,467,Leaves,Increasing leaf size,1,2018,53,2458172,-9999,-9999,53,53,53,7,-9999,-9999,1,2018,323,2458442,-9999,-9999,323,323,323,4,-9999,-9999,1,'141892',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,483,Leaves,Leaves,1,2018,53,2458172,-9999,-9999,53,53,53,7,-9999,-9999,1,2018,256,2458375,-9999,-9999,256,256,256,28,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,498,Leaves,Colored leaves,1,2018,256,2458375,-9999,-9999,256,256,256,14,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,500,Flowers,Flowers or flower buds,1,2018,135,2458254,-9999,-9999,135,135,135,14,-9999,-9999,1,2018,242,2458361,-9999,-9999,242,242,242,4,-9999,-9999,1,'141892',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,501,Flowers,Open flowers,1,2018,159,2458278,-9999,-9999,159,159,159,24,-9999,-9999,1,2018,256,2458375,-9999,-9999,256,256,256,28,-9999,-9999,1,'141892',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,516,Fruits,Fruits,1,2018,284,2458403,-9999,-9999,284,284,284,28,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,722,Morella,cerifera,wax myrtle,Plantae,Evergreen broadleaf,-9999,MOCE2,507899,371,Leaves,Breaking leaf buds,1,2018,55,2458174,-9999,-9999,55,55,55,2,-9999,-9999,1,2018,121,2458240,-9999,-9999,121,121,121,14,-9999,-9999,1,'141891',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,722,Morella,cerifera,wax myrtle,Plantae,Evergreen broadleaf,-9999,MOCE2,507899,484,Leaves,Young leaves (tree/shrub),1,2018,53,2458172,-9999,-9999,53,53,53,7,-9999,-9999,1,2018,256,2458375,-9999,-9999,256,256,256,28,-9999,-9999,1,'141891',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,722,Morella,cerifera,wax myrtle,Plantae,Evergreen broadleaf,-9999,MOCE2,507899,500,Flowers,Flowers or flower buds,1,2018,103,2458222,-9999,-9999,103,103,103,7,-9999,-9999,1,2018,116,2458235,-9999,-9999,116,116,116,5,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,722,Morella,cerifera,wax myrtle,Plantae,Evergreen broadleaf,-9999,MOCE2,507899,501,Flowers,Open flowers,1,2018,53,2458172,-9999,-9999,53,53,53,7,-9999,-9999,1,2018,116,2458235,-9999,-9999,116,116,116,5,-9999,-9999,1,'141891',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,722,Morella,cerifera,wax myrtle,Plantae,Evergreen broadleaf,-9999,MOCE2,507899,504,Fruits,Recent fruit or seed drop,1,2018,284,2458403,-9999,-9999,284,284,284,28,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,722,Morella,cerifera,wax myrtle,Plantae,Evergreen broadleaf,-9999,MOCE2,507899,516,Fruits,Fruits,1,2018,135,2458254,-9999,-9999,135,135,135,14,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,804,Baccharis,halimifolia,eastern baccharis,Plantae,Deciduous broadleaf,"Allergen,Nectar Connectors Campaign",BAHA,35682,371,Leaves,Breaking leaf buds,1,2018,103,2458222,-9999,-9999,103,103,103,7,-9999,-9999,1,2018,121,2458240,-9999,-9999,121,121,121,14,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,804,Baccharis,halimifolia,eastern baccharis,Plantae,Deciduous broadleaf,"Allergen,Nectar Connectors Campaign",BAHA,35682,471,Leaves,Falling leaves,1,2018,261,2458380,-9999,-9999,261,261,261,5,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,804,Baccharis,halimifolia,eastern baccharis,Plantae,Deciduous broadleaf,"Allergen,Nectar Connectors Campaign",BAHA,35682,500,Flowers,Flowers or flower buds,1,2018,242,2458361,-9999,-9999,242,242,242,21,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27474,Visitor Center Trail,29.784473,-90.114784,0,LA,804,Baccharis,halimifolia,eastern baccharis,Plantae,Deciduous broadleaf,"Allergen,Nectar Connectors Campaign",BAHA,35682,501,Flowers,Open flowers,1,2018,261,2458380,-9999,-9999,261,261,261,5,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,371,Leaves,Breaking leaf buds,1,2018,55,2458174,-9999,-9999,55,55,55,10,-9999,-9999,1,2018,81,2458200,-9999,-9999,81,81,81,15,-9999,-9999,1,'141897',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,467,Leaves,Increasing leaf size,1,2018,55,2458174,-9999,-9999,55,55,55,10,-9999,-9999,1,2018,96,2458215,-9999,-9999,96,96,96,20,-9999,-9999,1,'141897',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,471,Leaves,Falling leaves,1,2018,261,2458380,-9999,-9999,261,261,261,5,-9999,-9999,1,2018,45,2458164,-9999,-9999,45,45,45,10,-9999,-9999,1,'141897',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,483,Leaves,Leaves,1,2018,55,2458174,-9999,-9999,55,55,55,10,-9999,-9999,1,2018,60,2458179,-9999,-9999,60,60,60,1,-9999,-9999,1,'141897',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,498,Leaves,Colored leaves,1,2018,246,2458365,-9999,-9999,246,246,246,4,-9999,-9999,1,2018,246,2458365,-9999,-9999,246,246,246,10,-9999,-9999,1,'141897',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,500,Flowers,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2018,45,2458164,-9999,-9999,45,45,45,10,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,501,Flowers,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2018,45,2458164,-9999,-9999,45,45,45,10,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,504,Fruits,Recent fruit or seed drop,1,2018,61,2458180,-9999,-9999,61,61,61,1,-9999,-9999,1,2018,61,2458180,-9999,-9999,61,61,61,13,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,516,Fruits,Fruits,1,2018,61,2458180,-9999,-9999,61,61,61,1,-9999,-9999,1,2018,61,2458180,-9999,-9999,61,61,61,13,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,371,Leaves,Breaking leaf buds,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2,2018,61,2458180,0.5,0.707106781,60,61,61,7,6,8.485281374,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,390,Fruits,Ripe fruits,2,2018,61,2458180,0,0,61,61,61,1,0,0,2,2018,249,2458368,7,9.899494937,242,256,249,20,6,8.485281374,2,"'141900,148389'",-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,467,Leaves,Increasing leaf size,2,2018,55,2458174,0,0,55,55,55,10,0,0,2,2018,116,2458235,0,0,116,116,116,19,0,0,1,'141900',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,471,Leaves,Falling leaves,2,2018,262,2458381,20,28.28427125,242,282,262,23.5,2.5,3.535533906,2,2018,177,2458296,131.5,185.9690835,45,308,177,14.5,4.5,6.363961031,2,"'141900,148389'",-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,483,Leaves,Leaves,2,2018,55,2458174,0,0,55,55,55,10,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,498,Leaves,Colored leaves,2,2018,262,2458381,20,28.28427125,242,282,262,23.5,2.5,3.535533906,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,500,Flowers,Flowers or flower buds,1,2018,60,2458179,-9999,-9999,60,60,60,5,-9999,-9999,1,2018,60,2458179,-9999,-9999,60,60,60,1,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,501,Flowers,Open flowers,1,2018,60,2458179,-9999,-9999,60,60,60,5,-9999,-9999,1,2018,60,2458179,-9999,-9999,60,60,60,1,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,504,Fruits,Recent fruit or seed drop,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2,2018,45,2458164,0,0,45,45,45,10,0,0,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,516,Fruits,Fruits,2,2018,60,2458179,0,0,60,60,60,5,0,0,2,2018,151,2458270,105.5,149.1995308,45,256,151,18,8,11.3137085,2,"'141900,148389'",-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,392,Seed cones,Unripe seed cones,2,2018,169,2458288,87.5,123.7436867,81,256,169,8.5,1.5,2.121320344,2,2018,242,2458361,0,0,242,242,242,4,0,0,1,'172346',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,393,Seed cones,Ripe seed cones,1,2018,135,2458254,-9999,-9999,135,135,135,19,-9999,-9999,1,2018,256,2458375,-9999,-9999,256,256,256,26,-9999,-9999,1,'141896',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,472,Needles,Falling needles,2,2018,246,2458365,0,0,246,246,246,4,0,0,1,2018,246,2458365,-9999,-9999,246,246,246,10,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,481,Needles,Breaking needle buds (deciduous),1,2018,60,2458179,-9999,-9999,60,60,60,15,-9999,-9999,1,2018,81,2458200,-9999,-9999,81,81,81,15,-9999,-9999,1,'141896',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,487,Needles,Needles (deciduous),1,2018,55,2458174,-9999,-9999,55,55,55,10,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,490,Pollen cones,Pollen cones (conifers),1,2018,74,2458193,-9999,-9999,74,74,74,14,-9999,-9999,1,2018,74,2458193,-9999,-9999,74,74,74,7,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,491,Seed cones,Recent cone or seed drop,1,2018,242,2458361,-9999,-9999,242,242,242,21,-9999,-9999,1,2018,246,2458365,-9999,-9999,246,246,246,10,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,495,Pollen cones,Open pollen cones (conifers),0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2018,45,2458164,-9999,-9999,45,45,45,10,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,499,Needles,Colored needles,2,2018,246,2458365,0,0,246,246,246,4,0,0,1,2018,246,2458365,-9999,-9999,246,246,246,10,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,503,Pollen cones,Pollen release (conifers),1,2018,81,2458200,-9999,-9999,81,81,81,7,-9999,-9999,1,2018,81,2458200,-9999,-9999,81,81,81,15,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,371,Leaves,Breaking leaf buds,1,2018,55,2458174,-9999,-9999,55,55,55,10,-9999,-9999,1,2018,81,2458200,-9999,-9999,81,81,81,15,-9999,-9999,1,'141898',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,390,Fruits,Ripe fruits,1,2018,159,2458278,-9999,-9999,159,159,159,24,-9999,-9999,1,2018,159,2458278,-9999,-9999,159,159,159,20,-9999,-9999,1,'141898',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,467,Leaves,Increasing leaf size,1,2018,55,2458174,-9999,-9999,55,55,55,10,-9999,-9999,1,2018,116,2458235,-9999,-9999,116,116,116,19,-9999,-9999,1,'141898',-9999,''
